,x,y
0,10,-40.5535898782272
1,13,-40.5535898782272
2,16,-40.5535898782272
3,19,-40.5535898782272
4,22,-40.5535898782272
5,25,-40.5535898782272
6,28,-40.5535898782272
7,31,-40.5535898782272
8,34,-40.5535898782272
9,37,-40.5535898782272
10,40,-40.5535898782272
11,43,-40.5535898782272
12,46,-40.5535898782272
13,49,-40.5535898782272
14,52,-40.5535898782272
15,55,-40.5535898782272
16,58,-40.5535898782272
17,61,-40.5535898782272
18,64,-40.5535898782272
19,67,-40.5535898782272
20,70,-40.5535898782272
21,73,-40.5535898782272
22,76,-40.5535898782272
23,79,-40.5535898782272
24,82,-40.5535898782272
25,85,-40.5535898782272
26,88,-40.5535898782272
27,91,-40.5535898782272
28,94,-40.5535898782272
29,97,-40.5535898782272
30,100,-40.5535898782272
31,103,-40.5535898782272
32,106,-40.5535898782272
33,109,-40.5535898782272
34,112,-40.5535898782272
35,115,-40.5535898782272
36,118,-40.5535898782272
37,121,-40.5535898782272
38,124,-40.5535898782272
39,127,-40.5535898782272
40,130,-40.5535898782272
41,133,-40.5535898782272
42,136,-40.5535898782272
43,139,-40.5535898782272
44,142,-40.5535898782272
45,145,-40.5535898782272
46,148,-40.5535898782272
47,151,-40.5535898782272
48,154,-40.5535898782272
49,157,-40.5535898782272
50,160,-40.5535898782272
51,163,-40.5535898782272
52,166,-40.5535898782272
53,169,-40.5535898782272
54,172,-40.5535898782272
55,175,-40.5535898782272
56,178,-40.5535898782272
57,181,-40.5535898782272
58,184,-40.5535898782272
59,187,-40.5535898782272
60,190,-40.5535898782272
61,193,-40.5535898782272
62,196,-40.5535898782272
63,199,-40.5535898782272
64,202,-40.5535898782272
65,205,-40.5535898782272
66,208,-40.5535898782272
67,211,-40.5535898782272
68,214,-40.5535898782272
69,217,-40.5535898782272
70,220,-40.5535898782272
71,223,-40.5535898782272
72,226,-40.5535898782272
73,229,-40.5535898782272
74,232,-40.5535898782272
75,235,-40.5535898782272
76,238,-40.5535898782272
77,241,-40.5535898782272
78,244,-40.5535898782272
79,247,-40.5535898782272
80,250,-40.5535898782272
81,253,-40.5535898782272
82,256,-40.5535898782272
83,259,-40.5535898782272
84,262,-40.5535898782272
85,265,-40.5535898782272
86,268,-40.5535898782272
87,271,-40.5535898782272
88,274,-40.5535898782272
89,277,-40.5535898782272
90,280,-40.5535898782272
91,283,-40.5535898782272
92,286,-40.5535898782272
93,289,-40.5535898782272
94,292,-40.5535898782272
95,295,-40.5535898782272
96,298,-40.5535898782272
97,301,-40.5535898782272
98,304,-40.5535898782272
99,307,-40.5535898782272
100,310,-40.5535898782272
101,313,-40.5535898782272
102,316,-40.5535898782272
103,319,-40.5535898782272
104,322,-40.5535898782272
105,325,-40.5535898782272
106,328,-40.5535898782272
107,331,-40.5535898782272
108,334,-40.5535898782272
109,337,-40.5535898782272
110,340,-40.5535898782272
111,343,-40.5535898782272
112,346,-40.5535898782272
113,349,-40.5535898782272
114,352,-40.5535898782272
115,355,-40.5535898782272
116,358,-40.5535898782272
117,361,-40.5535898782272
118,364,-40.5535898782272
119,367,-40.5535898782272
120,370,-40.5535898782272
121,373,-40.5535898782272
122,376,-40.5535898782272
123,379,-40.5535898782272
124,382,-40.5535898782272
125,385,-40.5535898782272
126,388,-40.5535898782272
127,391,-40.5535898782272
128,394,-40.5535898782272
129,397,-40.5535898782272
130,400,-40.5535898782272
131,403,-40.5535898782272
132,406,-40.5535898782272
133,409,-40.5535898782272
134,412,-40.5535898782272
135,415,-40.5535898782272
136,418,-40.5535898782272
137,421,-40.5535898782272
138,424,-40.5535898782272
139,427,-40.5535898782272
140,430,-40.5535898782272
141,433,-40.5535898782272
142,436,-40.5535898782272
143,439,-40.5535898782272
144,442,-40.5535898782272
145,445,-40.5535898782272
146,448,-40.5535898782272
147,451,-40.5535898782272
148,454,-40.5535898782272
149,457,-40.5535898782272
150,460,-40.5535898782272
151,463,-40.5535898782272
152,466,-40.5535898782272
153,469,-40.5535898782272
154,472,-40.5535898782272
155,475,-40.5535898782272
156,478,-40.5535898782272
157,481,-40.5535898782272
158,484,-40.5535898782272
159,487,-40.5535898782272
160,490,-40.5535898782272
161,493,-40.5535898782272
162,496,-40.5535898782272
163,499,-40.5535898782272
164,502,-40.5535898782272
165,505,-40.5535898782272
166,508,-40.5535898782272
167,511,-40.5535898782272
168,514,-40.5535898782272
169,517,-40.5535898782272
170,520,-40.5535898782272
171,523,-40.5535898782272
172,526,-40.5535898782272
173,529,-40.5535898782272
174,532,-40.5535898782272
175,535,-40.5535898782272
176,538,-40.5535898782272
177,541,-40.5535898782272
178,544,-40.5535898782272
179,547,-40.5535898782272
180,550,-40.5535898782272
181,553,-40.5535898782272
182,556,-40.5535898782272
183,559,-40.5535898782272
184,562,-40.5535898782272
185,565,-40.5535898782272
186,568,-40.5535898782272
187,571,-40.5535898782272
188,574,-40.5535898782272
189,577,-40.5535898782272
190,580,-40.5535898782272
191,583,-40.5535898782272
192,586,-40.5535898782272
193,589,-23.35332211971525
194,592,-23.35332211971525
195,595,-23.35332211971525
196,598,-23.35332211971525
197,601,-23.35332211971525
198,604,-23.35332211971525
199,607,-23.35332211971525
200,610,-23.35332211971525
201,613,-23.35332211971525
202,616,-23.35332211971525
203,619,-23.35332211971525
204,622,-23.35332211971525
205,625,-23.35332211971525
206,628,-23.35332211971525
207,631,-23.35332211971525
208,634,-23.35332211971525
209,637,-23.35332211971525
210,640,-23.35332211971525
211,643,-23.35332211971525
